__str__,video_type,id,title,description,access_tier,access_reason,access_expiry,length,max_resolution,season,episode_number,creation_date,update_date,live_start_date,live_end_date,is_live,is_featured,location_file,location_folder,thumbnail_image,episode_image,feature_image,available_regions,maturity_rating,is_kids,genre,lead_roles,guest_roles,directors,contract,trailer_movie,trailer_season,content_type,object_id,airtable_record,sync_status,tags,organizations,Reason for Deleting
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 1a,Episode,,How to Win Over Depression - Part 1a,"Our emotions can either move us closer to, or away from, God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us.",1_FREE,,,28:31,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-08-04 00:00,,,,CDM_CW0819_04,CrefloDollar/2019.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recoCGznlsFnOoZd4,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 1b,Episode,,How to Win Over Depression - Part 1b,"Our emotions can either move us closer to, or away from, God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us.",1_FREE,,,28:31,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-08-11 00:00,,,,CDM_CW0819_11,CrefloDollar/2019.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,rec88WKGvIt6Gjoxj,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 2a,Episode,,How to Win Over Depression - Part 2a,"Emotions can either be godly or ungodly; one of the most dangerous emotions is depression. The enemy operates in the emotional realm, and his intent is to use our emotions to move us away from the will of God and destroy our lives. When we go to the Word every time we encounter an issue or a problem, we reshape our minds to line up with the spiritual things of God.",1_FREE,,,28:31,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-08-18 00:00,,,,CDM_CW0819_18,CrefloDollar/2019.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recvLLmmidbOMq8AD,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 2b,Episode,,How to Win Over Depression - Part 2b,"Emotions can either be godly or ungodly; one of the most dangerous emotions is depression. The enemy operates in the emotional realm, and his intent is to use our emotions to move us away from the will of God and destroy our lives. When we go to the Word every time we encounter an issue or a problem, we reshape our minds to line up with the spiritual things of God.",1_FREE,,,28:32,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-08-25 00:00,,,,CDM_CW0819_25,CrefloDollar/2019.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recLBEv9IDdXYYWXK,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 3a,Episode,,How to Win Over Depression - Part 3a,"Feelings are a part of everyone’s lives, but as believers, we do not have to be dominated by them. It is God’s will that we control our emotions and achieve emotional stability. We have been given authority in every realm and we have the power to defeat negative emotions, including depression; therefore, we are accountable for the way we feel. This is something we need to know, so that when our feelings threaten to sweep us away, we can resist the urge. Our emotions can either move us closer to, or away from,God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us. ",1_FREE,,,28:31,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-09-01 00:00,,,,CDM_CW0919_01,CrefloDollar/2019.09,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recDWArnZGqtjNZ25,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 3b,Episode,,How to Win Over Depression - Part 3b,"Self-control is a gift from God, who gave us the authority to master our feelings. Positive emotions move us toward God’s will for our lives. Conversely, negative emotions, such as depression, move us away from it. We will never be exempt from our feelings, but we can dominate every emotion we experience when we use the Word of God to handle them.",1_FREE,,,28:31,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-09-08 00:00,,,,CDM_CW0919_08,CrefloDollar/2019.09,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recTjtvxCW8ZklCqN,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 1,Episode,,How to Win Over Depression - Part 1,"Our emotions can either move us closer to, or away from, God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-01 00:00,,,,CDM_CD0419_01,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,rec406SWqRipkHx5b,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 2a,Episode,,How to Win Over Depression - Part 2a,"Emotions can either be godly or ungodly; one of the most dangerous emotions is depression. The enemy operates in the emotional realm, and his intent is to use our emotions to move us away from the will of God and destroy our lives. When we go to the Word every time we encounter an issue or a problem, we reshape our minds to line up with the spiritual things of God.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-02 00:00,,,,CDM_CD0419_02,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recxhucFqDRzdyFJc,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 2b,Episode,,How to Win Over Depression - Part 2b,"Emotions can either be godly or ungodly; one of the most dangerous emotions is depression. The enemy operates in the emotional realm, and his intent is to use our emotions to move us away from the will of God and destroy our lives. When we go to the Word every time we encounter an issue or a problem, we reshape our minds to line up with the spiritual things of God.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-03 00:00,,,,CDM_CD0419_03,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recjtwhAG7DGiJl94,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 2c,Episode,,How to Win Over Depression - Part 2c,"Emotions can either be godly or ungodly; one of the most dangerous emotions is depression. The enemy operates in the emotional realm, and his intent is to use our emotions to move us away from the will of God and destroy our lives. When we go to the Word every time we encounter an issue or a problem, we reshape our minds to line up with the spiritual things of God.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-04 00:00,,,,CDM_CD0419_04,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recVeZi9yCAkLAlTy,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 3a,Episode,,How to Win Over Depression - Part 3a,"Feelings are a part of everyone’s lives, but as believers, we do not have to be dominated by them. It is God’s will that we control our emotions and achieve emotional stability. We have been given authority in every realm and we have the power to defeat negative emotions, including depression; therefore, we are accountable for the way we feel. This is something we need to know, so that when our feelings threaten to sweep us away, we can resist the urge. Our emotions can either move us closer to, or away from,God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us. ",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-05 00:00,,,,CDM_CD0419_05,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recvK11J5KMxLg3OX,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
Changing Your World with Creflo Dollar :: 2 :: How to Win Over Depression - Part 3b,Episode,,How to Win Over Depression - Part 3b,"Feelings are a part of everyone’s lives, but as believers, we do not have to be dominated by them. It is God’s will that we control our emotions and achieve emotional stability. We have been given authority in every realm and we have the power to defeat negative emotions, including depression; therefore, we are accountable for the way we feel. This is something we need to know, so that when our feelings threaten to sweep us away, we can resist the urge. Our emotions can either move us closer to, or away from,God’s will for us. They actually control the direction of our lives. Knowing what the Word says about our feelings allows us to master life instead of letting life master us. ",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 2,,,,2019-04-08 00:00,,,,CDM_CD0419_08,CrefloDollar/2019.04,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recDZpCLenW2uBomJ,DELETE,"topic:god's word,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 5, 2020: Taking Authority Over Your Emotions - Part 2a",Episode,,"August 5, 2020: Taking Authority Over Your Emotions - Part 2a","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:32,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-05 00:00,,,,CDM_CD0820_05,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recpKWZSLCrSH07c9,DELETE,"topic:practical wisdom,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 6, 2020: Taking Authority Over Your Emotions - Part 2b",Episode,,"August 6, 2020: Taking Authority Over Your Emotions - Part 2b","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:32,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-06 00:00,,,,CDM_CD0820_06,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recWrmOEURzbdFoki,DELETE,"topic:practical wisdom,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 7, 2020: Taking Authority Over Your Emotions - Part 3a",Episode,,"August 7, 2020: Taking Authority Over Your Emotions - Part 3a","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-07 00:00,,,,CDM_CD0820_07,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,rece6zgSIDl0uefU7,DELETE,"topic:practical wisdom,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 10, 2020: Taking Authority Over Your Emotions - Part 3b",Episode,,"August 10, 2020: Taking Authority Over Your Emotions - Part 3b","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:34,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-10 00:00,,,,CDM_CD0820_10,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recinJqdgCFBg0D40,DELETE,"topic:practical wisdom,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 11, 2020: Gaining Control Over Your Emotions - Part 1a",Episode,,"August 11, 2020: Gaining Control Over Your Emotions - Part 1a","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:32,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-11 00:00,,,,CDM_CD0820_11,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recidpW5gxp5hytm3,DELETE,"topic:practical wisdom,genre:teaching series",Corco+,Duplicated
"Changing Your World with Creflo Dollar :: 3 :: August 9, 2020: How to Win Over Depression - Part 1a",Episode,,"August 9, 2020: How to Win Over Depression - Part 1a","Join the dynamic leadership and teaching of Dr. Creflo and Taffi Dollar on the Changing Your World program. This cutting-edge media ministry is committed to stretching its global reach with programming that ministers to people from all walks of life, so they are empowered to change their circumstances and their lives.",1_FREE,,,28:32,1080,Changing Your World with Creflo Dollar :: 3,,,,2020-08-09 00:00,,,,CDM_CW0820_09,CrefloDollar/2020/2020.08,,,https://images.corcoplus.com/TvShows/CrefloDollar/CrefloDollar_648x364.jpg,,,,,Creflo Dollar,,,,,,,,recBPqWLcIzlrBYRY,DELETE,"topic:mental health,genre:teaching series",Corco+,Duplicated
"Joyce Meyer Ministries - Enjoying Everyday Life :: 4 :: August 17, 2020: Five Powerful Promises to the Righteous - Part 1",Episode,,"August 17, 2020: Five Powerful Promises to the Righteous - Part 1","Can we really be blameless in God's eyes? Learn about the powerful promises of God, starting with His gift of righteousness.",2_PREMIUM,,,28:31,1080,Joyce Meyer Ministries - Enjoying Everyday Life :: 4,,,,,,,,JMMEEL_1405_CAN_1_08172020cc_Legalized,JoyceMeyer/2020/2020.08,,,https://images.corcoplus.com/TvShows/JoyceMeyer/JMMEEL_648x364.jpg,,,,,,,,,,,,,recYyYU5TUJQpwa8L,DELETE,genre:teaching series,Corco+,Duplicated
"Joyce Meyer Ministries - Enjoying Everyday Life :: 4 :: August 18, 2020: Five Powerful Promises to the Righteous - Part 2",Episode,,"August 18, 2020: Five Powerful Promises to the Righteous - Part 2",It is good to have favor with God! Joyce shares scriptures that will help you persevere in faith in a powerful way. ,2_PREMIUM,,,28:31,1080,Joyce Meyer Ministries - Enjoying Everyday Life :: 4,,,,,,,,JMMEEL_1405_CAN_2_08182020cc_Legalized,JoyceMeyer/2020/2020.08,,,https://images.corcoplus.com/TvShows/JoyceMeyer/JMMEEL_648x364.jpg,,,,,,,,,,,,,recnkFVsoeIBOcz89,DELETE,genre:teaching series,Corco+,Duplicated
